tmid,date,seq_id,exp_time_cmd,exp_time,filter,Alt,Az,current_mean,current_std,alt_std,az_std,electrometer_filename,flag
20240925190435,2024-09-25 19:04:35.733777,68,,22.539286,Empty,53.69247,29.40638,-1.9150243454545454e-06,6.1705407040761975e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_68.npy,False
20240925190547,2024-09-25 19:05:47.486851,69,,22.535145,Empty,44.11654,29.40638,-2.446869227272728e-06,1.7404534004839711e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_69.npy,False
20240925191150,2024-09-25 19:11:50.920946,70,,0.931039,Empty,1.67665,29.40638,-2.086963e-06,5.99650731676354e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_70.npy,False
20240925191159,2024-09-25 19:11:59.391877,71,,0.92922,Empty,-7.82875,29.40638,-1.7989495999999998e-06,2.447645448180757e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_71.npy,False
20240925191207,2024-09-25 19:12:07.854007,72,,0.929545,Empty,-17.31769,29.40638,-1.5532166e-06,3.012255633242144e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_72.npy,False
20240925191216,2024-09-25 19:12:16.320104,73,,0.929648,Empty,-26.7746,29.40638,-1.2350947e-06,9.15302578385991e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_73.npy,False
20240925191224,2024-09-25 19:12:24.789020,74,,0.929746,Empty,-36.27741,29.40638,-8.288227999999999e-07,8.750062856916173e-11,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_74.npy,False
20240925191233,2024-09-25 19:12:33.253015,75,,0.929271,Empty,-45.74272,29.40638,-4.6091660000000003e-07,1.3404640987359088e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_75.npy,False
20240925191308,2024-09-25 19:13:08.720673,76,33.93568,34.773845,Empty,85.16645,29.40638,-4.701769911504424e+37,4.943772023785631e+37,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_76.npy,True
20240925191507,2024-09-25 19:15:07.244662,77,,34.777261,Empty,87.73829,58.62543,-1.273973696165192e-05,1.255349109972932e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_77.npy,False
20240925191655,2024-09-25 19:16:55.837596,78,,34.780959,Empty,78.54402,58.62543,-2.877860442477876e-06,7.558191821273922e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_78.npy,False
20240925192310,2024-09-25 19:23:10.823929,79,,0.929201,Empty,69.00713,0.0,-6.357812e-06,4.1211163536113525e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_79.npy,False
20240925192317,2024-09-25 19:23:17.877286,80,,0.928982,Empty,59.51278,0.0,-1.2539495e-05,8.387282038897433e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_80.npy,False
20240925192324,2024-09-25 19:23:24.925304,81,,0.929647,Empty,50.53236,0.0,-1.0452784999999998e-05,6.664120347052055e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_81.npy,False
20240925192332,2024-09-25 19:23:32.175759,82,,0.929049,Empty,41.06714,0.0,-3.550105e-06,2.380021008310676e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_82.npy,False
20240925192339,2024-09-25 19:23:39.321488,83,,0.92937,Empty,31.9504,0.0,-2.551357e-06,1.68229010577782e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_83.npy,False
20240925192346,2024-09-25 19:23:46.366142,84,,0.929674,Empty,22.42761,0.0,-2.7897750000000003e-06,1.476651617681508e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_84.npy,False
20240925192404,2024-09-25 19:24:04.367933,85,16.8930975,17.224536,Empty,88.7047,0.0,-6.684896482142858e-06,4.165391582403089e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_85.npy,True
20240925192422,2024-09-25 19:24:22.862878,86,,0.929409,Empty,88.44328,29.39273,-1.563633e-05,8.460023640635419e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_86.npy,False
20240925192429,2024-09-25 19:24:29.924397,87,,0.9294,Empty,78.83404,29.39273,-3.203669e-06,2.0670994170581064e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_87.npy,False
20240925192437,2024-09-25 19:24:37.072669,88,,0.92903,Empty,69.74299,29.39273,-5.567744e-06,3.8479085228209896e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_88.npy,False
20240925192444,2024-09-25 19:24:44.220271,89,,0.929683,Empty,60.22257,29.39273,-1.5212642e-05,7.858473134139743e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_89.npy,False
20240925192451,2024-09-25 19:24:51.461738,90,,0.929997,Empty,50.69513,29.39273,-1.6749797000000002e-05,1.1102977078250811e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_90.npy,False
20240925192458,2024-09-25 19:24:58.606221,91,,0.929361,Empty,41.15496,29.39273,-9.504154e-06,4.564033303998788e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_91.npy,False
20240925192511,2024-09-25 19:25:11.894530,92,12.21126,12.522049,Empty,88.83301,29.39273,-1.0942207934426228e-05,5.253643511479622e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_92.npy,True
20240925192528,2024-09-25 19:25:28.984722,93,,0.929837,Empty,88.69509,58.80604,-2.111753e-05,1.0724271537027455e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_93.npy,False
20240925192536,2024-09-25 19:25:36.036109,94,,0.930016,Empty,79.02143,58.80604,-5.1046010000000005e-06,2.9180301574858755e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_94.npy,False
20240925192544,2024-09-25 19:25:44.495558,95,,0.929754,Empty,69.89311,58.80604,-5.926313e-07,3.154377910142042e-11,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_95.npy,False
