tmid,date,seq_id,exp_time_cmd,exp_time,filter,Alt,Az,current_mean,current_std,alt_std,az_std,electrometer_filename,flag,alt_rank,mount_filename
20240925225345,2024-09-25 22:53:45.842174,50,,0.929749,Empty,70.11458,0.0,-4.974544e-06,5.34343950301676e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_50.npy,False,1.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_50
20240925225350,2024-09-25 22:53:50.309094,51,,0.944677,Empty,59.52254,0.0,-6.929999999999999e+37,4.536749938006281e+37,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_51.npy,False,2.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_51
20240925225354,2024-09-25 22:53:54.647248,52,,0.932661,Empty,50.28878,0.0,-2.284909e-06,9.099370802423676e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_52.npy,False,3.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_52
20240925225359,2024-09-25 22:53:59.103805,53,,0.929908,Empty,41.35181,0.0,-1.9260762e-06,1.82311295031328e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_53.npy,False,4.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_53
20240925225403,2024-09-25 22:54:03.564157,54,,0.929277,Empty,30.78699,0.0,-1.6485825000000002e-06,8.243606022245371e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_54.npy,False,5.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_54
20240925225408,2024-09-25 22:54:08.024079,55,,0.929227,Empty,21.99419,0.0,-1.5132459000000002e-06,4.628858054639422e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_55.npy,False,6.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_55
20240925225426,2024-09-25 22:54:26.161487,56,17.0014525,17.523788000000003,Empty,86.3294,0.0,-5.768457576470588e-06,6.574032575679113e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_56.npy,True,0.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_56
20240925225440,2024-09-25 22:54:40.517380,57,,0.929535,Empty,81.78998,30.51146,-1.6060434000000003e-05,4.852628030088434e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_57.npy,False,1.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_57
20240925225444,2024-09-25 22:54:44.833337,58,,0.929744,Empty,72.97659,30.51146,-5.2273060000000005e-06,5.799379730660857e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_58.npy,False,2.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_58
20240925225449,2024-09-25 22:54:49.288137,59,,0.92946,Empty,62.72321,30.51146,-1.6556928e-06,3.8037175044422006e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_59.npy,False,3.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_59
20240925225453,2024-09-25 22:54:53.613340,60,,0.929269,Empty,53.88985,30.51146,-2.233894e-06,1.4815139688845376e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_60.npy,False,4.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_60
20240925225457,2024-09-25 22:54:57.917120,61,,0.929262,Empty,45.26021,30.51146,-2.198452e-06,1.555070725079736e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_61.npy,False,5.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_61
20240925225502,2024-09-25 22:55:02.371531,62,,0.929688,Empty,34.72824,30.51146,-1.8952954e-06,1.1596818470597842e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_62.npy,False,6.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_62
20240925225517,2024-09-25 22:55:17.098842,63,13.81794,14.118455,Empty,86.17463,30.51146,-5.52621268115942e-06,5.882322202360813e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_63.npy,True,0.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_63
20240925225531,2024-09-25 22:55:31.341931,64,,0.929676,Empty,81.52863,60.68335,-1.4080513999999998e-05,5.916913950565784e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_64.npy,False,1.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_64
20240925225535,2024-09-25 22:55:35.652560,65,,0.930513,Empty,72.62185,60.68335,-2.818859e-06,5.111863423537448e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_65.npy,False,2.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_65
20240925225540,2024-09-25 22:55:40.099823,66,,0.929039,Empty,63.9024,60.68335,-8.379527e-07,2.0585642730067986e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_66.npy,False,3.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_66
20240925225544,2024-09-25 22:55:44.557944,67,,0.929362,Empty,53.51735,60.68335,-1.2982287e-06,1.993397643246322e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_67.npy,False,4.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_67
20240925225549,2024-09-25 22:55:49.018365,68,,0.929749,Empty,44.94869,60.68335,-1.56468e-06,4.296291586938661e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_68.npy,False,5.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_68
20240925225553,2024-09-25 22:55:53.479973,69,,0.929965,Empty,34.89094,60.68335,-1.569601e-06,1.8155820554301782e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_69.npy,False,6.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_69
20240925225608,2024-09-25 22:56:08.211660,70,13.777265,14.121847,Empty,85.50022,60.68335,-4.526388854014599e-06,5.755214376068514e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_70.npy,True,0.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_70
20240925225622,2024-09-25 22:56:22.548290,71,,0.92994,Empty,81.37569,90.83756,-1.3169889e-05,7.394996144346524e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_71.npy,False,1.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_71
20240925225626,2024-09-25 22:56:26.863876,72,,0.929767,Empty,72.16526,90.83756,-2.000429e-06,1.8623814633151816e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_72.npy,False,2.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_72
20240925225631,2024-09-25 22:56:31.174645,73,,0.929753,Empty,63.20283,90.83756,-6.794381e-06,2.980131694220913e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_73.npy,False,3.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_73
20240925225635,2024-09-25 22:56:35.496128,74,,0.93957,Empty,52.08528,90.83756,-8.699528e-06,1.010445619318524e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_74.npy,False,4.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_74
20240925225639,2024-09-25 22:56:39.798357,75,,0.929881,Empty,42.88322,90.83756,-4.29147e-06,3.16867067774485e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_75.npy,False,5.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_75
20240925225644,2024-09-25 22:56:44.250855,76,,0.930051,Empty,32.26938,90.83756,-1.8035742e-06,1.177741142866289e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_76.npy,False,6.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_76
20240925225659,2024-09-25 22:56:59.666184,77,14.432655,14.85037,Empty,88.15753,90.83756,-7.093351229166667e-06,5.1453777081912125e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_77.npy,True,0.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_77
20240925225714,2024-09-25 22:57:14.032801,78,,0.929593,Empty,82.60848,120.42394,-1.4290558000000002e-05,8.341528872431e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_78.npy,False,1.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_78
20240925225718,2024-09-25 22:57:18.347527,79,,0.929331,Empty,72.14666,120.42394,-1.863219e-06,2.9334983874036816e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_79.npy,False,2.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_79
20240925225722,2024-09-25 22:57:22.664171,80,,0.929458,Empty,63.10013,120.42394,-7.493611000000001e-06,4.709866849805842e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_80.npy,False,3.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_80
20240925225726,2024-09-25 22:57:26.976160,81,,0.929889,Empty,54.31237,120.42394,-1.3916245e-05,1.1411854242409505e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_81.npy,False,4.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_81
20240925225731,2024-09-25 22:57:31.293433,82,,0.942852,Empty,43.81479,120.42394,-1.2077498e-05,3.303211031647841e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_82.npy,False,5.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_82
20240925225735,2024-09-25 22:57:35.594935,83,,0.929859,Empty,34.85007,120.42394,-5.3280850000000005e-06,3.843100798118625e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_83.npy,False,6.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_83
20240925225750,2024-09-25 22:57:50.315472,84,13.7874825,14.166706,Empty,88.83232,120.42394,-9.97786116788321e-06,5.144565468574765e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_84.npy,True,0.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_84
20240925225804,2024-09-25 22:58:04.657931,85,,0.929785,Empty,80.99656,150.33707,-1.4855942e-05,9.204887540410256e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_85.npy,False,1.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_85
20240925225808,2024-09-25 22:58:08.966575,86,,0.929332,Empty,71.93974,150.33707,-1.125523e-06,3.928348181118879e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_86.npy,False,2.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_86
20240925225813,2024-09-25 22:58:13.421118,87,,0.929478,Empty,61.09185,150.33707,-7.592973000000001e-07,9.80332221137814e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_87.npy,False,3.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_87
20240925225817,2024-09-25 22:58:17.740972,88,,0.93097,Empty,52.02154,150.33707,-3.814949e-06,1.7892144245170838e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_88.npy,False,4.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_88
20240925225822,2024-09-25 22:58:22.049730,89,,0.929377,Empty,43.04119,150.33707,-5.97952e-06,1.8757126645624614e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_89.npy,False,5.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_89
20240925225826,2024-09-25 22:58:26.372280,90,,0.939306,Empty,31.74859,150.33707,-4.299156e-06,1.7337423794785656e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_90.npy,False,6.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_90
20240925225841,2024-09-25 22:58:41.928047,91,14.5628525,14.994265,Empty,87.61616,150.33707,-6.570128744827586e-06,6.792716569217337e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_91.npy,True,0.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_91
20240925225856,2024-09-25 22:58:56.133708,92,,0.920358,Empty,83.61239,179.94495,-2.021581e-05,1.1368430476103546e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_92.npy,False,1.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_92
20240925225900,2024-09-25 22:59:00.453797,93,,0.929182,Empty,72.40785,179.94495,-3.889526e-06,6.979255703898517e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_93.npy,False,2.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_93
20240925225904,2024-09-25 22:59:04.901875,94,,0.929908,Empty,63.22258,179.94495,-9.9e+37,0.0,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_94.npy,False,3.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_94
20240925225909,2024-09-25 22:59:09.217691,95,,0.936585,Empty,54.54292,179.94495,-4.468140999999999e-06,6.863730012901148e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_95.npy,False,4.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_95
20240925225913,2024-09-25 22:59:13.523087,96,,0.929484,Empty,43.44175,179.94495,-3.704337e-06,1.1710633962770753e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_96.npy,False,5.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_96
20240925225917,2024-09-25 22:59:17.824431,97,,0.929787,Empty,34.22583,179.94495,-2.20807e-06,1.1094451351914613e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_97.npy,False,6.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_97
20240925225932,2024-09-25 22:59:32.653923,98,13.9435425,14.264462,Empty,87.15552,179.94495,-6.769925071942447e-06,7.274888037889003e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_98.npy,True,0.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_98
20240925230159,2024-09-25 23:01:59.444710,99,,0.929195,Empty,69.27328,0.0,-4.871037e-06,5.096275424474232e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_99.npy,False,1.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_99
20240925230203,2024-09-25 23:02:03.986667,100,,0.929752,Empty,60.23904,0.0,-6.929999999999999e+37,4.536749938006281e+37,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_100.npy,False,2.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_100
20240925230208,2024-09-25 23:02:08.309228,101,,0.944256,Empty,49.66858,0.0,-2.257459e-06,9.950796400288835e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_101.npy,False,3.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_101
20240925230212,2024-09-25 23:02:12.769204,102,,0.929781,Empty,40.30665,0.0,-1.8921814e-06,1.7700070803248192e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_102.npy,False,4.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_102
20240925230217,2024-09-25 23:02:17.229125,103,,0.929756,Empty,31.63843,0.0,-1.6269487e-06,8.027991343418374e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_103.npy,False,5.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_103
20240925230221,2024-09-25 23:02:21.694038,104,,0.933123,Empty,20.48436,0.0,-1.4950461999999998e-06,4.718947441962063e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_104.npy,False,6.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_104
20240925230240,2024-09-25 23:02:40.116938,105,17.37891,17.850876,Empty,87.38287,0.0,-5.792732947976879e-06,6.625002058383773e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_105.npy,True,0.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_105
20240925230254,2024-09-25 23:02:54.460095,106,,0.930842,Empty,81.97417,30.16701,-1.6269568000000003e-05,4.751082697617455e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_106.npy,False,1.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_106
20240925230258,2024-09-25 23:02:58.774738,107,,0.929701,Empty,72.67103,30.16701,-5.041786e-06,6.114935962412035e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_107.npy,False,2.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_107
20240925230303,2024-09-25 23:03:03.233380,108,,0.929931,Empty,63.60148,30.16701,-1.7505116e-06,4.1977244962479353e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_108.npy,False,3.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_108
20240925230307,2024-09-25 23:03:07.555042,109,,0.929479,Empty,52.30698,30.16701,-2.3031720000000003e-06,1.2334787229620144e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_109.npy,False,4.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_109
20240925230311,2024-09-25 23:03:11.874302,110,,0.929399,Empty,42.96084,30.16701,-2.164024e-06,1.966420870515765e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_110.npy,False,5.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_110
20240925230316,2024-09-25 23:03:16.329186,111,,0.929876,Empty,32.23172,30.16701,-1.8375801e-06,1.1681962553013112e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_111.npy,False,6.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_111
20240925230331,2024-09-25 23:03:31.647521,112,14.44207,14.752667,Empty,88.04356,30.16701,-5.448434902777777e-06,5.844462819413857e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_112.npy,True,0.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_112
20240925230345,2024-09-25 23:03:45.991389,113,,0.92911,Empty,82.02266,60.47431,-1.3487252e-05,6.398410232362411e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_113.npy,False,1.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_113
20240925230350,2024-09-25 23:03:50.306096,114,,0.929959,Empty,71.13237,60.47431,-1.985059e-06,4.642838970597623e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_114.npy,False,2.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_114
20240925230354,2024-09-25 23:03:54.762579,115,,0.929177,Empty,61.68643,60.47431,-9.379966e-07,2.423947499101416e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_115.npy,False,3.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_115
20240925230359,2024-09-25 23:03:59.221929,116,,0.92993,Empty,52.89951,60.47431,-1.4106102999999998e-06,1.7742150422369868e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_116.npy,False,4.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_116
20240925230403,2024-09-25 23:04:03.678763,117,,0.929738,Empty,41.65845,60.47431,-1.5844407000000005e-06,1.2147379182358787e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_117.npy,False,5.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_117
20240925230408,2024-09-25 23:04:08.134950,118,,0.92934,Empty,32.76448,60.47431,-1.5553646999999998e-06,8.559769915131944e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_118.npy,False,6.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_118
20240925230423,2024-09-25 23:04:23.648212,119,14.6314475,14.949952,Empty,87.95497,60.47431,-4.390027102739726e-06,5.650753497075389e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_119.npy,True,0.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_119
20240925230437,2024-09-25 23:04:37.993106,120,,0.930747,Empty,82.02266,90.15308,-1.2760269e-05,7.266012941971686e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_120.npy,False,1.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_120
20240925230442,2024-09-25 23:04:42.306677,121,,0.929665,Empty,71.08891,90.15308,-1.8618230000000003e-06,1.3752320873583488e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_121.npy,False,2.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_121
20240925230446,2024-09-25 23:04:46.636902,122,,0.94662,Empty,61.6304,90.15308,-6.5719070000000005e-06,2.594963269123476e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_122.npy,False,3.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_122
20240925230450,2024-09-25 23:04:50.945140,123,,0.929369,Empty,52.56726,90.15308,-7.922968999999999e-06,1.0572012669780545e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_123.npy,False,4.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_123
20240925230455,2024-09-25 23:04:55.265867,124,,0.929168,Empty,42.25784,90.15308,-3.838798e-06,2.718952768548949e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_124.npy,False,5.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_124
20240925230459,2024-09-25 23:04:59.720949,125,,0.929911,Empty,33.1074,90.15308,-1.8495926e-06,1.0947542968173293e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_125.npy,False,6.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_125
20240925230514,2024-09-25 23:05:14.929984,126,14.22315,14.647348,Empty,86.61453,90.15308,-6.684562147887324e-06,4.977995721941221e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_126.npy,True,0.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_126
20240925230529,2024-09-25 23:05:29.266948,127,,0.929637,Empty,81.09597,120.18859,-1.3601164000000004e-05,7.725176042162407e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_127.npy,False,1.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_127
20240925230533,2024-09-25 23:05:33.575587,128,,0.93037,Empty,71.47118,120.18859,-1.6526200000000002e-06,1.3918096378456358e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_128.npy,False,2.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_128
20240925230537,2024-09-25 23:05:37.877567,129,,0.929373,Empty,62.17147,120.18859,-8.767256000000001e-06,5.080655173734976e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_129.npy,False,3.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_129
20240925230542,2024-09-25 23:05:42.188012,130,,0.929652,Empty,53.15399,120.18859,-1.4359117e-05,6.526984664452624e-08,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_130.npy,False,4.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_130
20240925230546,2024-09-25 23:05:46.490331,131,,0.930617,Empty,41.9573,120.18859,-1.1037541e-05,4.052320215000292e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_131.npy,False,5.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_131
20240925230550,2024-09-25 23:05:50.803752,132,,0.929283,Empty,32.74298,120.18859,-3.836247000000001e-06,3.2526000971684173e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_132.npy,False,6.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_132
20240925230606,2024-09-25 23:06:06.035842,133,14.314255,14.653887,Empty,85.60818,120.18859,-9.670071552447553e-06,5.232853095416742e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_133.npy,True,0.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_133
20240925230620,2024-09-25 23:06:20.369009,134,,0.929663,Empty,80.03724,149.85539,-1.3904832e-05,9.505347185431996e-07,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_134.npy,False,1.0,/home/estevesjh/Documents/twilightMonitor/DATA/mount/202409/mount_pointing_20240925_134
